Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
{'Buku Non-Fiksi'},{'Toko alat tulis lainnya'},{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Sport & mainanan', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Netral'},1
"{'Edukasi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi', 'Daily needs'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Buku Non-Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},2
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Setuju'},1
{'Komik'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Literasi'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Sport & mainanan', 'Edukasi', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}",{'Self Wear'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},2
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi'}",{'Netral'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},0
{'Sport & mainanan'},{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Komik'},{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Komik', 'Edukasi', 'Novel Fiksi'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},0
"{'Komik', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}",{'edukasi'},{'Netral'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},0
"{'Komik', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},{'Seni'},"{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Sport & mainanan', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},2
"{'Alat Seni', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Seni'}",{'Daily needs'},{'Netral'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Komik', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},1
"{'Alat Seni', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi'}",{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
{'Alat Seni'},{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Seni', 'Lifestyle'}",{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Komik', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi'}",{'edukasi'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},2
{'Buku Non-Fiksi'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},"{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},"{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Buku Non-Fiksi', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
{'Sport & mainanan'},{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},1
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Alat Seni', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Komik', 'Buku Anak', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},1
"{'Novel Fiksi', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi', 'Edukasi'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Daily needs'}",{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
{'Alat Seni'},{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Edukasi'}",{'Website Gramedia.com'},{'Kado atau hadiah'},"{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi', 'Daily needs'}",{'Netral'},{'Netral'},{'Setuju'},{'Tidak Setuju'},4
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},4
"{'Buku Non-Fiksi', 'Buku Anak'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},2
"{'Novel Fiksi', 'Buku Anak', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},"{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Komik', 'Sport & mainanan'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},3
"{'Buku Anak', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Sport & mainanan', 'Alat Seni', 'Buku Anak'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},"{'Self Wear', 'Alat Seni', 'edukasi'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},4
{'Alat Kantor/Sekolah'},{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},"{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Edukasi', 'Alat Seni', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'Daily needs'}",{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Novel Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Seni'},"{'Self Wear', 'Alat Seni', 'Daily needs'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Novel Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Buku Non-Fiksi'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle'}",{'edukasi'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Buku Non-Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Seni', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Komik', 'Edukasi', 'Sport & mainanan'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},2
"{'Novel Fiksi', 'Edukasi', 'Sport & mainanan'}",{'Aplikasi Gramedia.com'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Tidak Setuju'},1
"{'Buku Non-Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
{'Buku Non-Fiksi'},{'Toko Gramedia'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}",{'Daily needs'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}",{'Self Wear'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},2
"{'Sport & mainanan', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},2
"{'Edukasi', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},{'Literasi'},"{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
{'Buku Non-Fiksi'},{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Edukasi', 'Alat Seni'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Literasi', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Setuju'},0
"{'Alat Seni', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},1
{'Edukasi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Literasi'}",{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},0
"{'Komik', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Alat Seni'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Tidak Setuju'},4
"{'Buku Non-Fiksi', 'Alat Seni', 'Sport & mainanan'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
"{'Novel Fiksi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Literasi'},{'Alat Seni'},{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi', 'Edukasi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Literasi', 'Lifestyle'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},1
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni', 'Lifestyle'}",{'Alat Seni'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},2
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Seni', 'Buku Anak'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi', 'Daily needs'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Buku Non-Fiksi', 'Edukasi', 'Alat Seni'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},1
{'Sport & mainanan'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Seni'},{'Self Wear'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Netral'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},3
{'Alat Seni'},{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
