ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat
4107,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Setuju
4108,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Lifestyle,Self Wear,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju
4109,Alat Seni,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
4110,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4111,Sport & mainanan,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Tidak Setuju,Netral,Netral
4112,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Seni,Alat Seni,Sangat Setuju,Setuju,Sangat Setuju,Tidak Setuju
4113,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Setuju
4114,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Literasi,edukasi,Netral,Tidak Setuju,Sangat Setuju,Setuju
4115,Edukasi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Netral,Sangat Tidak Setuju,Tidak Setuju,Netral
4116,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Netral,Netral,Netral,Tidak Setuju
4117,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Seni,Alat Seni,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
4118,Alat Seni,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Netral,Sangat Tidak Setuju,Sangat Setuju,Netral
4119,Buku Anak,Website Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Setuju
4120,Alat Seni,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Literasi,Self Wear,Netral,Sangat Setuju,Setuju,Sangat Setuju
4121,Buku Anak,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
4122,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Lifestyle,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju
4123,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4124,Novel Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Seni,Self Wear,Setuju,Netral,Sangat Setuju,Setuju
4125,Alat Seni,Toko Gramedia,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Netral
4126,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
4127,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
4128,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Netral,Netral
4129,Komik,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Sangat Setuju
4130,Buku Non-Fiksi,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Netral
4131,Sport & mainanan,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Tidak Setuju
4132,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Tidak Setuju,Setuju,Netral
4133,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4134,Alat Kantor/Sekolah,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Setuju,Setuju,Sangat Setuju,Sangat Setuju
4135,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Netral
4136,Alat Kantor/Sekolah,Toko Gramedia,Hiburan atau relaksasi,Literasi,Alat Seni,Netral,Sangat Setuju,Setuju,Sangat Setuju
4137,Edukasi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Setuju,Sangat Setuju
4138,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
4139,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,edukasi,Netral,Sangat Tidak Setuju,Setuju,Setuju
4140,Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju
4141,Sport & mainanan,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
4142,Alat Kantor/Sekolah,Toko Gramedia,Menambah pengetahuan,Lifestyle,Daily needs,Tidak Setuju,Sangat Tidak Setuju,Setuju,Tidak Setuju
4143,Alat Kantor/Sekolah,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
4144,Edukasi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Setuju,Netral,Netral,Sangat Tidak Setuju
4145,Buku Anak,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
4146,Alat Kantor/Sekolah,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
4147,Sport & mainanan,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
4148,Sport & mainanan,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Setuju,Sangat Setuju
4149,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Seni,Self Wear,Netral,Netral,Tidak Setuju,Sangat Tidak Setuju
4150,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju
4151,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Netral,Sangat Setuju,Tidak Setuju
4152,Alat Seni,Aplikasi Gramedia.com,Menambah pengetahuan,Lifestyle,Self Wear,Sangat Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
4153,Komik,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Setuju,Tidak Setuju,Netral
4154,Edukasi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Setuju,Tidak Setuju,Setuju,Sangat Setuju
4155,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4156,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
4157,Buku Anak,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Tidak Setuju,Netral,Tidak Setuju
4158,Sport & mainanan,Website Gramedia.com,Hiburan atau relaksasi,Lifestyle,edukasi,Setuju,Tidak Setuju,Sangat Setuju,Sangat Setuju
4159,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Netral,Setuju,Netral,Sangat Tidak Setuju
4160,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Netral,Setuju
4161,Buku Anak,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Sangat Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju
4162,Sport & mainanan,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Netral,Sangat Tidak Setuju,Netral,Sangat Setuju
4163,Buku Anak,Website Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Tidak Setuju,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4164,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Setuju,Tidak Setuju,Netral,Sangat Setuju
4165,Sport & mainanan,Aplikasi Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4166,Komik,Toko Gramedia,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4167,Buku Non-Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju
4168,Alat Kantor/Sekolah,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral
4169,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Lifestyle,edukasi,Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
4170,Buku Anak,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Sangat Setuju,Netral
4171,Buku Anak,Aplikasi Gramedia.com,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Netral,Setuju,Netral
4172,Novel Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
4173,Buku Anak,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Alat Seni,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
4174,Alat Kantor/Sekolah,Website Gramedia.com,Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
4175,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Sangat Tidak Setuju,Tidak Setuju
4176,Buku Anak,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Setuju,Netral,Tidak Setuju
4177,Komik,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4178,Buku Anak,Toko alat tulis lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Setuju,Netral,Tidak Setuju
4179,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Setuju,Setuju,Sangat Setuju,Setuju
4180,Komik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Tidak Setuju,Netral,Netral,Sangat Tidak Setuju
4181,Edukasi,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Netral,Sangat Tidak Setuju
4182,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Menambah pengetahuan,Literasi,Alat Seni,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
4183,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Tidak Setuju,Sangat Setuju
4184,Edukasi,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Netral,Sangat Tidak Setuju,Sangat Setuju
4185,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4186,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Tidak Setuju
4187,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Netral,Sangat Setuju,Netral
4188,Edukasi,Aplikasi Gramedia.com,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
4189,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Daily needs,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral
4190,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju
4191,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4192,Komik,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju
4193,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)","Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4194,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Netral,Setuju
4195,Alat Kantor/Sekolah,Website Gramedia.com,Kado atau hadiah,Lifestyle,Self Wear,Tidak Setuju,Netral,Netral,Setuju
4196,Alat Seni,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju
4197,Novel Fiksi,Aplikasi Gramedia.com,Menambah pengetahuan,Literasi,Self Wear,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju
4198,Sport & mainanan,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,Daily needs,Sangat Setuju,Tidak Setuju,Netral,Sangat Tidak Setuju
4199,Edukasi,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
4200,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,Alat Seni,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju
4201,Edukasi,Aplikasi Gramedia.com,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Netral,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4202,Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Netral,Netral,Sangat Setuju,Sangat Setuju
4203,Sport & mainanan,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Netral,Tidak Setuju
4204,Edukasi,Toko alat tulis lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Tidak Setuju
4205,Alat Kantor/Sekolah,Toko Gramedia,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Tidak Setuju,Setuju,Sangat Tidak Setuju,Setuju
4206,Buku Anak,Toko Gramedia,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Setuju,Setuju,Setuju
4207,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Netral,Sangat Tidak Setuju
4208,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Setuju,Sangat Setuju,Tidak Setuju
4209,Sport & mainanan,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Tidak Setuju,Setuju
4210,Novel Fiksi,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Tidak Setuju,Setuju
4211,Buku Non-Fiksi,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Netral,Netral,Sangat Setuju
4212,Buku Anak,Toko Gramedia,Kado atau hadiah,Seni,edukasi,Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju
4213,Edukasi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,edukasi,Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
4214,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,Daily needs,Sangat Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju
4215,Alat Seni,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4216,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Netral,Sangat Tidak Setuju,Tidak Setuju
4217,Buku Anak,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4218,Sport & mainanan,Aplikasi Gramedia.com,Kado atau hadiah,Seni,Self Wear,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju
4219,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral
4220,Buku Non-Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Setuju,Setuju,Sangat Tidak Setuju,Tidak Setuju
4221,Alat Seni,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Alat Seni,Setuju,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju
4222,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju
4223,Novel Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Setuju
4224,Edukasi,Website Gramedia.com,Hiburan atau relaksasi,Literasi,Self Wear,Tidak Setuju,Tidak Setuju,Setuju,Netral
4225,Alat Seni,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Setuju,Netral,Tidak Setuju
4226,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju
4227,Buku Anak,Toko Gramedia,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Sangat Setuju,Netral,Setuju,Netral
4228,Alat Kantor/Sekolah,Toko alat tulis lainnya,Hiburan atau relaksasi,Literasi,edukasi,Netral,Tidak Setuju,Sangat Tidak Setuju,Setuju
4229,Buku Anak,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Tidak Setuju,Sangat Tidak Setuju,Sangat Setuju,Setuju
4230,Edukasi,Toko alat tulis lainnya,Kado atau hadiah,Seni,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Setuju,Netral
4231,Edukasi,Website Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
4232,Alat Kantor/Sekolah,Toko alat tulis lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Netral,Sangat Setuju,Setuju,Setuju
4233,Buku Non-Fiksi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,edukasi,Sangat Setuju,Tidak Setuju,Tidak Setuju,Netral
4234,Alat Seni,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Setuju,Netral
4235,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Setuju,Netral,Netral,Sangat Setuju
4236,Edukasi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Tidak Setuju,Netral
4237,Alat Seni,Website Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Alat Seni,Netral,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju
4238,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Tidak Setuju
4239,Alat Seni,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Netral,Sangat Tidak Setuju,Netral
4240,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Seni,Self Wear,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju
4241,Alat Seni,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Seni,Self Wear,Tidak Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju
4242,Alat Kantor/Sekolah,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju
4243,Alat Kantor/Sekolah,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju
4244,Komik,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Setuju,Sangat Setuju,Tidak Setuju,Setuju
4245,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Untuk mengekspresikan kreativitas,Lifestyle,Alat Seni,Setuju,Setuju,Sangat Setuju,Setuju
4246,Sport & mainanan,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Lifestyle,edukasi,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4247,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Netral,Sangat Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju
4248,Komik,Website Gramedia.com,Menambah pengetahuan,Lifestyle,Alat Seni,Tidak Setuju,Netral,Tidak Setuju,Netral
4249,Alat Seni,Aplikasi Gramedia.com,Untuk mengekspresikan kreativitas,Lifestyle,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Setuju
4250,Alat Kantor/Sekolah,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Sangat Tidak Setuju,Netral,Netral,Sangat Tidak Setuju
4251,Alat Seni,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Sangat Tidak Setuju,Tidak Setuju
4252,Edukasi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,Self Wear,Netral,Netral,Tidak Setuju,Sangat Tidak Setuju
4253,Edukasi,Website Gramedia.com,Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Sangat Tidak Setuju,Sangat Setuju,Sangat Setuju,Tidak Setuju
